L?penr	Vassdrag	Lokalitets-ID	Lokalitet	Dato	pH	Ca	Turbiditet	SiO2	TOC	POC	DOC	TotP	TotN	NH4	NO3	TON	As	Pb	Cd	Cu	Cr	Ni	Zn	abs_254 nm	abs_285 nm	abs_365 nm	abs_410 nm
836	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	04.01.2021	6.4	1.3		1.8	2			3.5	560		540												
837	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	18.01.2021	6.4	1.4																					
838	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	01.02.2021	6.5	1.3		1.5	2			3.9	540		540												
839	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.02.2021	6.5	1.3																					
840	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	22.02.2021	6.2	0.88																					
841	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	01.03.2021	6.2	1		1.3	2			10	740		610												
842	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	08.03.2021	6.6	1.3																					
843	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.03.2021	6.5	1.3																					
844	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	22.03.2021	6.3	1.2																					
845	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	06.04.2021	6.5	1.4		1.3	2.3			6.8	640		640												
846	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	12.04.2021	6.4	1.4																					
847	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.04.2021	6.6	1.5			1.8																		
848	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	26.04.2021	7.1	2.6			2.2																		
849	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	03.05.2021	6.9	2.3		0.62	2.4			4	600		570												
850	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	10.05.2021	7	2.4			2.2																		
851	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.05.2021	7	2.5			2.1																		
852	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	25.05.2021	6.9	2.4			2																		
853	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	31.05.2021	6.5	1.3			1.7																		
854	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	07.06.2021	7.1	2.6		0.21	2.5			5.8	490		440												
855	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	21.06.2021	7	2.5																					
856	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	05.07.2021	7.1	2.5		0.26	3.1			7.8	470		330												
857	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.07.2021	7.1	2.1																					
858	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.08.2021	6.8	1.8		1.2	3.8			8.9	580		440												
859	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	16.08.2021	6.8	1.5																					
860	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	30.08.2021	7	2																					
861	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	06.09.2021	7	2.5		0.19	3.5			4.8	430		260												
862	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.09.2021	7.1	3																					
863	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	07.10.2021	6.8	2.1		1.9	3.8			11	580		410												
864	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	18.10.2021	6.6	1.6																					
865	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	01.11.2021	6.5	1.5		1.6	2.9			6.2	560		510												
866	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.11.2021	6.4	1.3																					
867	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	29.11.2021	6.6	1.2																					
868	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	06.12.2021	6.3	1.2		1.8	1.9			6.1	570		500												
869	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.12.2021	6.3	1.4																					
870	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	03.01.2022	6.4	1.8		1.6	1.8			5	730		690												
871	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	17.01.2022	6.5	1.5																					
872	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	31.01.2022	6.2	1.6		1.6	1.8			6.2	560		500												
873	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	14.02.2022	6.2	1.8																					
874	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	21.02.2022	6.1	1.6																					
875	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	28.02.2022	6.2	1.6		1.7	1.4			2.1	590		540												
876	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	07.03.2022	6.1	1.4																					
877	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	14.03.2022	6.2	1.5																					
878	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	21.03.2022	6.6	2																					
879	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	28.03.2022	6.7	2.7																					
880	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	04.04.2022	6.7	2.8		2.1	1.4			5.8	750		780												
881	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	11.04.2022	6.7	2.6																					
882	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.04.2022	6.8	2.4			2																		
883	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	25.04.2022	6.9	2.7			2																		
884	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.05.2022	6.9	2.8		0.49	2			5.7	540		480												
885	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	09.05.2022	6.9	2.8			1.9																		
886	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	16.05.2022	6.8	2.3			2.5																		
887	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.05.2022																							
888	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	23.05.2022	6.8	2.1			2.4																		
889	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	30.05.2022	6.4	1.5			2.1																		
890	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	07.06.2022	6.7	1.9		0.86	1.5			3.2	550		440												
891	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.06.2022	6.8	2																					
892	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	04.07.2022	6.9	2.4		0.34	3.3			7.3	570		390												
893	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	18.07.2022	6.9	2.2																					
894	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	01.08.2022	6.7	1.6		0.98	4.1			5.4	460		340												
895	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.08.2022	6.7	1.6																					
896	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	29.08.2022	7.1	2.2																					
897	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	05.09.2022	6.7	2.4		1.1	3.9			12	670		410												
898	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.09.2022	6.6	1.4																					
899	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.09.2022																							
900	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	03.10.2022	6.4	1.6		1.8	3.2			6.9	500		370												
901	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	17.10.2022	6.5	1.4																					
902	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	31.10.2022	6.6	1.5		1.9	3			5.7	520		430												
903	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	14.11.2022	6.6	1.5																					
904	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	28.11.2022	6.6	1.6																					
905	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	05.12.2022	6.3	1.3		1.8	2.6			2	490		440												
906	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.12.2022	6.5	1.8																					
907	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.01.2023	5.9	0.96		1.7	2.3			8.4	560		530												
908	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	09.01.2023	6.2	1.2		1.6	2.3			9.8	530		420												
909	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	16.01.2023	6.5	1.2																					
910	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	30.01.2023	6.3	1.2		1.9	2.5			17	600		610												
911	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	13.02.2023	6.1	1.2																					
912	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.02.2023	6.6	1.6																					
913	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	27.02.2023	6.1	1.2		1.6	1.7			5.1	470		460												
914	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	06.03.2023	6.2	1																					
915	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	13.03.2023	6.4	1.3																					
916	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	20.03.2023	6.4	0.98																					
917	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	27.03.2023	6.3	1																					
918	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.04.2023	6.3	1.5		1.5	2			4.2	440		410												
919	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	03.04.2023	6	1.1		1.5	1.9			3.5	510		530												
920	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	11.04.2023	6.5	1.3																					
921	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	17.04.2023	6.6	1.4			1.8																		
922	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	24.04.2023	7	2.8			2.4																		
923	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.05.2023	6.7	2.4		1.3	2.3			5.5	590		470												
924	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	08.05.2023	6.9	2.3			2.2																		
925	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.05.2023	6.6	1.2			2.3																		
926	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	22.05.2023	6.7	2			3																		
927	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	30.05.2023	6.9	2.5			3																		
928	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	05.06.2023	6.8	2.3		0.26	3.1			11	450		300												
929	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.06.2023	7.1	2.8																					
930	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	03.07.2023	6.9	2.8		0.83	3.6			11	570		370												
931	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	17.07.2023	6.8	1.7																					
932	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	31.07.2023	6.5	1.5		0.94	3			2	480		330												
933	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	14.08.2023	6.9	1.9																					
934	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	28.08.2023	6.6	1.6																					
935	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	04.09.2023	6.2	1.5		1.1	3.1			5.4	420		330												
936	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	18.09.2023	6.6	1.8																					
937	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.10.2023	6.4	1.7		1.6	3.3			6.8	520		400												
938	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	16.10.2023	6.5	2.3																					
939	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	30.10.2023	6.5	2.7		2.8	2.4			4.6	620		650												
940	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	13.11.2023	6.6	3.1																					
941	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	27.11.2023	6.4	1.5																					
942	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	04.12.2023	6.4	1.8		2.4	2.2			2.9	590		450												
943	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	18.12.2023	6.4	2.1																					
944	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.01.2024	6.6	1.6		1.8	1.9			3.6	490		400												
945	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.01.2024	6.3	1.9																					
946	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	29.01.2024	5.8	1.2		1.3	1.9			8	410		340												
947	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	13.02.2024	6.3	1.6																					
948	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	19.02.2024	6.2	1.5																					
949	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	26.02.2024	6	1.4		1.6	2.1			4.1	500		430												
950	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	04.03.2024	6.4	1.2																					
951	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	11.03.2024	6.1	1.3																					
952	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	18.03.2024	6.3	1.3																					
953	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	25.03.2024	6.5	1.8																					
954	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	08.04.2024	6.7	1.9																					
955	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.04.2024	6.6	1.8			2.7																		
956	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	23.04.2024	6.7	1.4			1.8																		
957	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	29.04.2024	6.7	2.1		1.2	2.1			2.4	480		370												
958	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	06.05.2024	6.8	2.5			2.2																		
959	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	13.05.2024	6.5	1.6			1.8																		
960	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	14.05.2024																							
961	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	21.05.2024	7	3.3			2.7																		
962	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	27.05.2024	7	2.9			2.8																		
963	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	03.06.2024	7	3		0.51	3.6			5.2	390		220												
964	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	17.06.2024	6.4	1.4																					
965	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	01.07.2024	6.7	1.6		0.68	2.1			5.3	390		270												
966	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	15.07.2024	6.8	1.5																					
967	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	29.07.2024	7	2.8		1.2	3.2			6.5	550		390												
968	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	12.08.2024	6.8	1.8																					
969	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	26.08.2024	6.7	2.2																					
970	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.09.2024	6.9	2.7		1.3	3			7.5	530		400												
971	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	16.09.2024	6.7	2.2																					
972	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	30.09.2024	7	3.2		1.6	3			5.9	550		390												
973	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.10.2024																							
974	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	14.10.2024	6.7	0.05																					
975	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	28.10.2024	6.5	2.4		2.1	3.5			10	630		440												
976	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	11.11.2024	6.7	2.2																					
977	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	25.11.2024	6.8	2.3																					
978	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	02.12.2024	6.5	1.6		1.7	3			18	580		400												
979	Ogna	027-58845	Ognaelva ved Hylland bru (VK53/BU8)	16.12.2024	6.6	1.8																					
980	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	07.01.2019	6.45	1.08		1.67	1.3			2	260		200												
981	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	14.01.2019	6.45	1.27																					
982	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	04.02.2019	6.7	1.54		2.42	0.92			2	380		360												
983	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	11.02.2019	6.53	1.14																					
984	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	18.02.2019	6.64	1.12																					
985	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	25.02.2019	6.58	1.15																					
986	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	04.03.2019	6.59	1.02		1.75	1.1			2	270		200												
987	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	11.03.2019	6.29	1.33																					
988	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	18.03.2019	6.52	1.21																					
989	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	25.03.2019	6.57	1.13																					
990	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	01.04.2019	6.68	1.13		1.51	1.4			2	200		200												
991	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	08.04.2019	6.42	1.07																					
992	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	15.04.2019	5.99	1.26																					
993	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	22.04.2019	6.77	1.25																					
994	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	29.04.2019	6.11	1.16																					
995	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	06.05.2019	6.66	1.35		1.71	3.8			2	390		240												
996	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	13.05.2019	6.67	1.66																					
997	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	20.05.2019	6.23	1.57																					
998	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	27.05.2019	6.44	1.29																					
999	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	03.06.2019	6.66	1.36		1.74	2.5			2	270		170												
1000	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	17.06.2019	6.5	1.41																					
1001	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	01.07.2019	6.71	1.32		1.74	1.3			2	280		160												
1002	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	15.07.2019	6.1	1.14																					
1003	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	29.07.2019	6.82	1.25																					
1004	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	05.08.2019	6.73	1.13		1.78	2			2	250		140												
1005	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	12.08.2019	6.59	0.97																					
1006	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	26.08.2019	6.43	0.78																					
1007	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	02.09.2019	6.43	0.79		1.66	2.3			2	270		170												
1008	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	30.09.2019	6.42	0.92		1.8	1.6			2	220		210												
1009	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	07.10.2019	6.52	1.15																					
1010	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	21.10.2019	6.22	0.98																					
1011	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	04.11.2019	6.37	1.12		2.4	1.3			2	330		290												
1012	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	18.11.2019	6.58	1.35																					
1013	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	02.12.2019	6.6	1.2		2.6	1.3			2	340		330												
1014	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	09.12.2019	6.43	0.82																					
1015	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	06.01.2020	6.39	0.8		1.61	1.5			2	350		180												
1016	Espedalselva	030-30839	Espedals†na (M‘ls†na) ved utl?p (VK5)	13.01.2020	6.51	0.87																					
